origin,dest,nation,n,p1,p99,n_clipped,cutoff_computed_on,sample
BCN,ATL,US,136,-24.62908496732026,23.473501069232853,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BCN,CLT,US,20,-21.521978494623674,13.887597330367123,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BCN,EWR,US,177,-35.966145299145296,22.89888888888891,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BCN,IAD,US,26,-19.343933735896982,21.389321468298107,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BCN,JFK,US,269,-24.346500579342656,22.11274074074072,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BCN,MIA,US,110,-30.650648275862096,25.845161290322554,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BCN,ORD,US,16,-11.535371387871459,9.441082245068065,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BCN,PHL,US,108,-21.184589371980657,16.32369892473117,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BDA,ATL,US,385,-9.798666666666678,15.138641366223911,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BDA,BOS,US,368,-6.9604432367149744,9.13105418719211,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BDA,BWI,US,146,-6.697521367521366,10.435604838709688,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BDA,CLT,US,119,-8.301120967741946,11.377904761904771,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BDA,DCA,US,70,-6.399532967032968,11.426500000000008,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BDA,EWR,US,319,-7.42156349898284,7.967522420108632,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BDA,JFK,US,384,-5.619544504767725,7.7879330985915525,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BDA,LGA,US,89,-7.093225806451614,9.01046774193549,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BDA,MCO,US,8,-8.846,14.272499999999985,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BDA,MIA,US,188,-10.785390910535504,11.367097208538592,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BDA,ORD,US,5,-6.029,8.385555555555555,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BDA,PHL,US,340,-7.148796370967738,11.271236559139792,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BDA,RDU,US,24,-3.095053763440849,8.420736559139774,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BDL,CUN,US,51,-11.275000000000006,16.099999999999994,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BDL,MBJ,US,1,9.048611111111114,9.048611111111114,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BDL,PUJ,US,4,-6.872250000000011,5.027749999999989,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BDL,YUL,US,24,-20.25038972549915,7.676454406005441,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BDL,YYZ,US,24,-33.28001621708132,6.469096411368781,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BER,EWR,US,21,-13.7609447004608,9.313681868743085,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BER,JFK,US,6,-14.3158010161881,10.247949507389167,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BFI,YBL,US,1,3.970588235294116,3.970588235294116,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BFS,EWR,US,116,-23.75472883295195,31.995526315789434,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BGA,FLL,US,9,-8.479615384615379,6.167462759462756,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BGI,ATL,US,36,-16.094583333333325,22.846191520467784,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BGI,BOS,US,58,-12.566888888888894,16.294249999999995,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BGI,CLT,US,133,-14.275238095238075,22.274000000000047,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BGI,EWR,US,20,-11.141250000000001,9.067283119658118,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BGI,FLL,US,23,-4.86971442125236,3.4247348906192143,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BGI,IAD,US,9,-11.20600000000001,8.17200000000002,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BGI,JFK,US,367,-10.876599144688912,12.245012406947888,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BGI,MIA,US,377,-8.537032258064507,10.169847198641767,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BGI,PHL,US,45,-13.164285714285704,18.85268965517242,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BGI,SJU,US,241,-8.423376623376631,50.26589543937708,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BHX,EWR,US,221,-24.508131868131873,28.936732995509406,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BHX,ORD,US,60,-20.314591397849455,12.766621351766513,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BIL,YVR,US,1,15.25,15.25,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BIM,FLL,US,182,-7.218350029815145,20.773391304347776,4,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BJX,ATL,US,21,-4.887956989247312,9.21261430079005,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BJX,DFW,US,329,-6.244826586706652,6.2559112825458,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BJX,IAH,US,359,-7.639157599882048,9.735483870967748,8,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BJX,LAX,US,86,-8.089418645870257,10.833863221039277,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BLI,YVR,US,30,-11.42013888888889,2.634000000000001,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BLI,YYJ,US,1,-0.8333333333333357,-0.8333333333333357,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BNA,CUN,US,99,-10.0505,18.954000000000004,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BNA,NAS,US,4,-0.9904166666666573,3.9842857142857113,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BNA,YYZ,US,41,-4.022881998934787,3.50818619582664,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BNE,GUM,US,22,-9.908493589743594,4.193234126984159,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BNE,HNL,US,64,-13.445090497737583,15.588508361203923,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BNE,LAX,US,1,-8.011363636363626,-8.011363636363626,0,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BNE,SFO,US,14,-4.415674506064956,15.446160633484158,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BOG,ATL,US,251,-7.951612903225779,8.16182795698927,6,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
BOG,DFW,US,95,-19.501708935854627,11.292363787003008,2,full 1990-2025 sample for this route (not by-year),US carriers' airborne time on US-touching international segments
